Year,Month,Month_Name,Monitoring_Station,City,Days_in_Month,AQI_Mean,AQI_Median,AQI_Min,AQI_Max,AQI_Std,PM2.5_Mean,PM10_Mean,NO₂_Mean,SO₂_Mean,CO_Mean,O₃_Mean,NH₃_Mean,Temp_Mean,Humidity_Mean,Wind_Speed_Mean,Rainfall_Total,Most_Common_Category,Days_Good,Days_Satisfactory,Days_Moderate,Days_Poor,Days_Very_Poor,Days_Severe
2017,9,September,ITO,Delhi,30,85.6,81.4,38.9,149.1,29.5,30.9,132.8,34.5,17.2,0.85,41.7,166.1,26.7,74.4,3.8,107.3,Satisfactory,4,17,9,0,0,0
2017,9,September,Jahangirpuri,Delhi,30,86.5,88.2,0.0,135.9,29.1,31.0,133.4,34.5,17.5,0.87,43.9,173.9,27.3,77.7,3.7,165.5,Satisfactory,3,18,8,0,0,1
2017,9,September,Lodhi Road,Delhi,30,66.6,69.4,0.0,115.1,23.8,24.1,107.7,26.7,13.0,0.65,34.2,136.6,27.3,71.5,3.6,151.2,Satisfactory,8,20,2,0,0,0
2017,9,September,Mandir Marg,Delhi,30,71.8,72.1,30.0,124.7,20.5,27.1,111.0,28.6,14.9,0.76,36.3,145.2,27.0,75.7,4.2,154.3,Satisfactory,5,23,2,0,0,0
2017,9,September,Punjabi Bagh,Delhi,30,81.6,80.6,41.7,135.1,25.6,28.8,123.7,32.6,15.8,0.81,40.5,160.7,27.4,75.4,4.2,123.5,Satisfactory,5,17,8,0,0,0
2017,9,September,RK Puram,Delhi,30,83.0,85.2,41.3,150.1,23.5,30.6,125.3,34.7,16.3,0.83,40.6,168.3,27.7,73.9,3.8,192.0,Satisfactory,3,21,4,0,0,2
2017,10,October,Anand Vihar,Delhi,31,213.2,195.0,75.0,361.5,72.4,74.9,328.5,85.5,42.7,2.15,106.9,426.9,28.8,49.4,4.2,0.0,Moderate,0,1,15,10,5,0
2017,10,October,Bawana,Delhi,31,227.8,199.3,101.3,425.5,85.9,78.1,349.4,92.3,45.7,2.26,114.6,450.8,26.6,51.7,3.9,0.1,Moderate,0,0,16,8,6,1
2017,10,October,DTU,Delhi,31,186.0,175.2,97.0,344.2,64.8,65.6,287.8,73.7,36.9,1.86,92.4,361.9,28.2,48.3,3.8,0.0,Moderate,0,1,20,7,3,0
2017,10,October,Dwarka,Delhi,31,191.8,181.7,68.1,333.6,73.8,66.8,298.3,77.0,38.6,1.92,96.3,381.5,26.4,52.1,4.0,0.0,Moderate,0,3,15,9,4,0
2017,10,October,ITO,Delhi,31,203.8,182.4,128.0,355.1,65.7,72.1,315.5,81.4,40.7,2.07,101.9,415.9,28.3,50.7,4.2,0.0,Moderate,0,0,18,10,3,0
2017,10,October,Jahangirpuri,Delhi,31,195.6,181.7,77.1,357.3,69.5,67.4,298.6,77.9,39.2,1.96,99.4,394.4,27.5,50.8,4.0,0.2,Moderate,0,2,18,7,4,0
2017,10,October,Lodhi Road,Delhi,31,163.6,134.0,47.8,333.8,79.2,55.9,252.5,65.3,32.1,1.64,82.5,327.3,27.9,48.0,3.8,0.0,Moderate,1,6,14,6,3,1
2017,10,October,Mandir Marg,Delhi,31,161.7,158.6,50.8,263.9,48.6,57.2,248.6,65.4,32.5,1.63,78.4,325.2,28.0,48.1,3.7,0.7,Moderate,0,0,24,6,0,1
2017,10,October,Punjabi Bagh,Delhi,31,179.4,168.2,76.3,325.3,62.0,60.6,271.0,72.2,36.4,1.82,89.8,360.4,28.0,47.3,4.0,0.0,Moderate,0,1,20,8,2,0
2017,10,October,RK Puram,Delhi,31,174.5,151.4,75.5,311.3,67.9,60.3,266.2,69.0,36.1,1.75,88.9,349.4,28.8,52.6,3.9,0.0,Moderate,0,3,18,7,2,1
2017,11,November,Anand Vihar,Delhi,30,178.6,176.0,64.1,257.0,45.7,61.1,276.3,71.7,36.1,1.81,90.1,358.8,28.4,49.4,4.2,0.0,Moderate,0,2,17,11,0,0
2017,11,November,Bawana,Delhi,30,185.2,198.4,87.7,271.5,52.6,65.8,281.9,74.6,36.9,1.87,91.3,373.4,28.7,49.7,3.9,0.0,Poor,0,2,12,15,0,1
2017,11,November,DTU,Delhi,30,159.8,161.6,45.0,250.3,40.1,55.3,247.9,63.7,31.9,1.58,79.3,326.1,28.3,47.7,4.1,0.7,Moderate,1,2,23,4,0,0
2017,11,November,Dwarka,Delhi,30,157.2,159.6,106.3,221.1,34.1,55.0,243.4,63.2,31.7,1.56,79.1,308.5,27.2,52.3,4.3,0.5,Moderate,0,0,25,4,0,1
2017,11,November,ITO,Delhi,30,157.1,156.8,85.7,235.1,33.9,54.8,240.4,62.7,30.7,1.6,79.0,311.6,28.7,53.0,3.9,0.0,Moderate,0,1,25,4,0,0
2017,11,November,Jahangirpuri,Delhi,30,148.0,149.8,46.1,206.6,36.3,50.9,227.4,59.1,29.1,1.49,74.4,298.2,27.7,46.2,3.9,0.0,Moderate,2,0,27,1,0,0
2017,11,November,Lodhi Road,Delhi,30,137.1,138.4,76.0,196.8,29.0,46.6,213.2,55.4,27.8,1.37,68.2,272.4,29.8,49.1,4.3,0.5,Moderate,0,2,28,0,0,0
2017,11,November,Mandir Marg,Delhi,30,131.6,136.6,50.4,204.2,33.3,46.7,202.3,51.3,26.8,1.33,65.8,263.2,28.3,50.4,4.2,0.3,Moderate,0,4,24,1,0,1
2017,11,November,Punjabi Bagh,Delhi,30,152.5,152.4,67.7,226.8,35.4,53.5,237.1,61.5,30.7,1.53,77.2,305.8,27.5,48.7,4.1,0.5,Moderate,0,3,25,2,0,0
2017,11,November,RK Puram,Delhi,30,143.9,146.4,78.7,211.3,39.1,50.1,221.1,57.8,28.5,1.46,72.8,287.6,27.5,47.4,4.2,1.2,Moderate,0,6,22,2,0,0
2017,12,December,Anand Vihar,Delhi,31,241.3,250.2,117.6,323.4,47.5,85.3,370.6,96.1,48.1,2.4,121.9,476.2,15.7,49.2,4.0,0.0,Poor,0,0,6,22,3,0
2017,12,December,Bawana,Delhi,31,238.4,228.6,152.4,330.2,54.5,83.1,365.7,95.6,47.4,2.38,118.0,479.9,13.9,47.2,4.1,0.0,Poor,0,0,9,17,4,1
2017,12,December,DTU,Delhi,31,200.9,200.8,105.6,311.4,51.5,70.5,311.6,79.4,40.6,1.99,100.6,403.4,14.3,51.8,4.1,0.0,Moderate,0,0,15,14,1,1
2017,12,December,Dwarka,Delhi,31,199.3,205.9,116.1,297.9,44.9,70.0,305.5,79.8,39.6,2.01,100.4,392.2,14.6,50.0,4.0,0.0,Poor,0,0,15,16,0,0
2017,12,December,ITO,Delhi,31,236.1,245.5,113.2,309.3,52.0,83.2,360.1,93.3,47.1,2.37,118.1,475.0,15.8,50.2,4.0,0.5,Poor,0,0,6,22,2,1
2017,12,December,Jahangirpuri,Delhi,31,214.3,218.2,134.4,285.2,43.3,75.7,330.6,85.5,42.5,2.15,107.4,428.3,14.7,50.2,4.5,0.7,Poor,0,0,12,19,0,0
2017,12,December,Lodhi Road,Delhi,31,184.0,176.8,70.8,284.5,43.9,65.5,283.0,74.7,36.7,1.82,91.8,372.3,15.6,51.2,3.9,0.6,Moderate,0,1,17,13,0,0
2017,12,December,Mandir Marg,Delhi,31,182.4,183.3,103.7,289.9,40.0,63.4,281.2,72.8,35.8,1.8,91.5,364.9,14.9,50.0,4.4,0.0,Moderate,0,0,21,10,0,0
2017,12,December,Punjabi Bagh,Delhi,31,210.4,207.0,118.2,347.0,46.5,74.9,325.4,84.2,42.0,2.08,104.0,420.6,15.0,51.8,4.3,0.1,Poor,0,0,13,17,1,0
2017,12,December,RK Puram,Delhi,31,173.0,175.2,75.8,250.8,48.1,60.6,266.1,68.8,34.5,1.74,86.0,349.5,16.2,51.8,3.6,0.5,Moderate,0,3,18,10,0,0
2018,1,January,Anand Vihar,Delhi,31,230.7,233.9,97.3,326.3,51.8,81.0,357.6,92.5,45.7,2.3,115.0,463.2,15.3,46.2,4.0,0.0,Poor,0,1,8,19,2,1
2018,1,January,Bawana,Delhi,31,232.6,231.1,138.9,380.2,46.4,81.1,355.0,92.4,46.6,2.34,116.6,471.3,15.3,51.7,4.2,0.0,Poor,0,0,5,23,1,2
2018,1,January,DTU,Delhi,31,193.7,187.1,76.1,313.6,51.9,66.1,298.6,76.5,38.3,1.91,97.5,385.8,15.3,51.4,4.4,0.0,Moderate,0,1,17,12,1,0
2018,1,January,Dwarka,Delhi,31,224.5,217.2,124.1,308.7,42.5,79.0,344.6,89.3,44.9,2.25,112.9,450.5,15.1,50.4,4.1,0.4,Poor,0,0,7,21,1,2
2018,1,January,ITO,Delhi,31,218.4,210.6,144.7,323.6,45.0,77.2,337.1,87.3,44.8,2.16,109.2,442.0,14.4,47.1,4.4,0.0,Poor,0,0,13,16,2,0
2018,1,January,Jahangirpuri,Delhi,31,215.4,215.0,90.6,330.0,54.8,74.0,330.1,86.8,43.3,2.13,107.3,423.8,14.9,45.1,3.8,0.0,Poor,0,1,12,17,1,0
2018,1,January,Lodhi Road,Delhi,31,182.1,182.4,120.8,263.3,41.4,64.3,281.5,72.7,36.8,1.83,91.9,360.4,15.7,48.8,3.9,0.0,Moderate,0,0,19,12,0,0
2018,1,January,Mandir Marg,Delhi,31,181.5,186.0,103.1,284.8,40.6,63.5,280.8,73.0,35.8,1.79,89.6,361.4,14.6,54.2,3.9,0.4,Moderate,0,0,19,12,0,0
2018,1,January,Punjabi Bagh,Delhi,31,201.2,198.0,114.2,278.9,43.0,71.0,309.7,79.6,40.3,2.01,100.4,406.0,14.6,48.4,4.1,0.0,Moderate,0,0,17,14,0,0
2018,1,January,RK Puram,Delhi,31,198.5,195.3,125.7,296.4,44.5,70.3,306.0,79.6,39.7,1.98,97.7,397.5,15.1,52.8,4.1,0.0,Moderate,0,0,17,13,0,1
2018,2,February,Anand Vihar,Delhi,28,236.0,242.7,118.8,332.2,50.5,80.5,362.6,94.5,46.6,2.34,117.3,469.1,14.5,52.7,3.5,0.8,Poor,0,0,8,16,3,1
2018,2,February,Bawana,Delhi,28,241.1,234.8,154.5,360.0,54.3,82.7,371.8,97.0,48.8,2.43,120.0,480.6,14.8,46.1,4.0,1.3,Poor,0,0,6,17,5,0
2018,2,February,DTU,Delhi,28,218.5,218.2,161.4,320.2,42.0,75.1,335.2,88.3,43.3,2.21,110.6,437.1,14.6,46.9,3.9,0.0,Poor,0,0,9,16,1,2
2018,2,February,Dwarka,Delhi,28,202.7,199.5,120.6,315.3,45.1,72.2,312.5,81.0,40.4,2.02,102.3,405.4,13.4,50.0,4.7,0.2,Moderate,0,0,15,11,2,0
2018,2,February,ITO,Delhi,28,223.2,217.8,162.2,306.8,39.2,76.3,345.0,89.2,44.5,2.24,112.4,437.9,14.8,47.4,3.8,0.7,Poor,0,0,9,18,1,0
2018,2,February,Jahangirpuri,Delhi,28,208.5,206.8,129.8,317.1,41.4,73.6,322.5,83.3,41.9,2.04,103.8,415.3,15.7,47.8,3.5,0.0,Poor,0,0,10,17,1,0
2018,2,February,Lodhi Road,Delhi,28,190.7,190.2,103.3,286.9,43.9,66.7,292.0,76.4,38.0,1.91,95.3,383.0,15.7,51.9,4.2,0.1,Moderate,0,0,17,11,0,0
2018,2,February,Mandir Marg,Delhi,28,191.8,188.2,121.4,310.0,41.8,66.0,296.8,77.6,38.7,1.93,94.6,384.2,15.3,54.6,3.6,0.1,Moderate,0,0,17,10,1,0
2018,2,February,Punjabi Bagh,Delhi,28,200.9,202.2,96.4,276.1,45.0,70.4,306.5,80.7,40.2,2.0,99.8,401.7,14.8,48.9,4.0,0.1,Poor,0,1,13,14,0,0
2018,2,February,RK Puram,Delhi,28,204.8,198.7,114.2,295.8,45.7,72.2,313.8,81.4,40.9,2.07,102.1,409.0,15.9,50.3,3.7,0.2,Moderate,0,0,14,14,0,0
2018,3,March,Anand Vihar,Delhi,31,146.4,140.9,63.0,275.3,49.9,50.1,225.3,58.3,29.5,1.45,73.1,290.4,35.1,52.6,7.9,0.0,Moderate,0,5,20,6,0,0
2018,3,March,Bawana,Delhi,31,166.3,169.1,95.9,237.4,38.3,58.4,256.7,65.9,33.3,1.63,83.0,331.9,34.7,51.1,8.1,0.0,Moderate,0,2,24,5,0,0
2018,3,March,DTU,Delhi,31,155.0,155.9,80.4,228.2,34.8,52.8,240.3,62.1,31.4,1.57,77.4,313.4,33.8,48.9,7.8,0.1,Moderate,0,3,24,4,0,0
2018,3,March,Dwarka,Delhi,31,140.4,143.0,76.1,222.2,33.1,48.7,214.9,56.0,28.2,1.42,69.8,288.7,34.8,50.3,7.8,0.9,Moderate,0,4,26,1,0,0
2018,3,March,ITO,Delhi,31,155.7,151.1,58.7,230.8,41.2,55.0,241.1,62.0,30.7,1.53,79.1,308.5,33.7,54.2,8.3,0.4,Moderate,0,4,22,5,0,0
2018,3,March,Jahangirpuri,Delhi,31,143.3,142.3,60.0,257.1,46.1,48.8,218.8,57.6,28.7,1.41,72.0,279.0,34.3,49.3,7.6,0.0,Moderate,0,5,23,3,0,0
2018,3,March,Lodhi Road,Delhi,31,119.3,119.4,43.4,179.3,35.8,41.8,183.5,48.9,24.1,1.2,61.1,240.2,34.3,47.8,7.9,0.0,Moderate,1,8,22,0,0,0
2018,3,March,Mandir Marg,Delhi,31,123.6,123.6,38.6,180.9,31.6,42.0,192.8,48.8,24.9,1.22,61.6,242.8,36.0,50.9,7.5,0.0,Moderate,1,4,25,0,0,1
2018,3,March,Punjabi Bagh,Delhi,31,124.4,116.7,44.7,205.0,38.2,42.8,190.0,50.2,25.1,1.22,61.7,247.8,35.1,50.3,8.2,0.0,Moderate,1,7,22,1,0,0
2018,3,March,RK Puram,Delhi,31,127.6,124.1,57.9,187.5,36.9,45.9,195.5,51.0,25.8,1.29,64.2,250.2,37.3,48.8,8.0,0.4,Moderate,0,10,21,0,0,0
2018,4,April,Anand Vihar,Delhi,30,142.3,140.9,82.1,208.4,36.0,49.8,219.9,57.1,28.5,1.43,70.5,281.6,34.3,50.9,8.1,0.0,Moderate,0,4,25,1,0,0
2018,4,April,Bawana,Delhi,30,156.9,161.2,41.8,222.8,41.6,54.6,241.5,62.3,32.0,1.56,79.2,320.8,33.9,49.4,7.7,1.2,Moderate,1,1,23,5,0,0
2018,4,April,DTU,Delhi,30,123.7,124.6,45.6,192.2,38.5,43.6,189.5,49.6,24.6,1.23,61.6,251.7,34.1,49.2,7.4,0.0,Moderate,2,6,22,0,0,0
2018,4,April,Dwarka,Delhi,30,123.2,113.8,90.6,190.1,28.5,44.5,188.8,49.0,24.1,1.21,61.7,248.6,34.2,49.7,7.7,0.5,Moderate,0,7,21,0,0,2
2018,4,April,ITO,Delhi,30,136.4,142.4,79.0,187.5,32.1,46.7,209.2,54.4,27.6,1.38,68.6,272.5,35.8,50.0,7.8,0.0,Moderate,0,5,25,0,0,0
2018,4,April,Jahangirpuri,Delhi,30,139.9,146.0,26.1,231.0,43.0,49.0,216.1,56.2,28.2,1.43,70.6,274.3,34.6,52.5,8.1,0.0,Moderate,2,2,25,1,0,0
2018,4,April,Lodhi Road,Delhi,30,106.8,101.4,24.1,186.0,36.6,36.9,164.7,42.5,21.0,1.09,54.4,214.5,35.4,52.6,7.8,0.0,Moderate,2,12,15,0,0,1
2018,4,April,Mandir Marg,Delhi,30,99.1,91.8,43.1,163.7,33.7,34.2,154.1,39.7,19.4,1.0,48.5,197.2,35.7,48.5,8.4,0.2,Satisfactory,1,15,14,0,0,0
2018,4,April,Punjabi Bagh,Delhi,30,122.0,124.0,50.4,175.4,27.2,42.6,187.8,48.9,24.3,1.21,61.5,242.9,35.0,47.8,8.2,0.1,Moderate,0,6,22,0,0,2
2018,4,April,RK Puram,Delhi,30,120.6,121.2,61.6,178.5,27.9,42.0,183.4,49.0,24.2,1.23,60.1,237.6,35.4,49.2,7.7,0.0,Moderate,0,6,23,0,0,1
2018,5,May,Anand Vihar,Delhi,31,148.2,151.1,80.3,237.1,36.7,51.8,227.7,59.6,30.1,1.49,73.8,294.7,35.7,49.1,7.7,0.0,Moderate,0,3,27,1,0,0
2018,5,May,Bawana,Delhi,31,139.9,133.9,63.3,257.6,36.5,49.6,214.9,56.7,27.7,1.43,70.4,274.6,35.1,52.8,7.8,0.7,Moderate,0,3,26,2,0,0
2018,5,May,DTU,Delhi,31,137.3,150.0,70.1,195.1,34.3,47.4,212.0,56.0,27.3,1.36,69.2,276.9,35.5,52.3,7.9,0.0,Moderate,0,7,24,0,0,0
2018,5,May,Dwarka,Delhi,31,129.7,123.6,39.8,220.2,41.4,45.1,194.8,51.8,26.1,1.3,66.8,258.4,33.4,52.7,8.7,0.0,Moderate,2,4,24,1,0,0
2018,5,May,ITO,Delhi,31,146.0,153.0,46.1,217.7,40.7,50.7,224.9,58.4,29.4,1.46,72.2,292.8,35.9,48.1,7.8,0.4,Moderate,1,2,25,3,0,0
2018,5,May,Jahangirpuri,Delhi,31,121.1,113.0,53.9,205.8,39.0,42.7,184.2,48.3,24.4,1.24,61.4,245.6,36.1,49.5,8.1,0.0,Moderate,0,10,19,2,0,0
2018,5,May,Lodhi Road,Delhi,31,105.3,110.3,41.4,162.0,34.3,35.5,161.0,42.3,21.1,1.08,52.8,211.8,35.6,50.2,7.7,0.0,Moderate,3,9,18,0,0,1
2018,5,May,Mandir Marg,Delhi,31,104.4,105.3,50.8,150.1,28.3,37.6,161.7,42.4,20.8,1.09,52.5,211.7,34.8,51.4,8.4,0.2,Moderate,0,13,17,0,0,1
2018,5,May,Punjabi Bagh,Delhi,31,115.1,112.5,70.3,186.3,29.9,40.5,175.6,45.9,23.2,1.14,56.8,234.8,34.9,52.0,8.3,0.0,Moderate,0,12,19,0,0,0
2018,5,May,RK Puram,Delhi,31,102.5,100.5,49.5,186.0,30.5,36.7,158.1,40.5,20.4,1.02,51.4,209.0,34.5,50.1,8.5,0.0,Moderate,1,12,15,0,0,3
2018,6,June,Anand Vihar,Delhi,30,88.5,89.2,42.0,147.0,25.7,31.0,134.9,34.6,17.9,0.92,45.8,174.7,28.5,75.0,4.1,159.7,Satisfactory,2,19,8,0,0,1
2018,6,June,Bawana,Delhi,30,97.7,99.6,30.5,161.8,31.5,35.3,151.1,38.4,19.3,0.97,48.3,193.1,27.4,73.8,3.6,149.0,Moderate,2,14,14,0,0,0
2018,6,June,DTU,Delhi,30,81.3,83.6,30.6,120.0,21.2,28.0,124.9,32.0,16.2,0.82,39.4,160.6,26.8,75.5,4.4,142.5,Satisfactory,3,21,5,0,0,1
2018,6,June,Dwarka,Delhi,30,75.3,80.6,14.7,115.8,25.5,25.4,116.9,30.3,14.6,0.71,39.4,152.5,27.0,75.5,3.9,142.4,Satisfactory,5,21,4,0,0,0
2018,6,June,ITO,Delhi,30,90.0,90.8,45.8,158.6,27.0,32.0,134.8,35.6,17.4,0.87,44.4,180.8,29.4,75.4,3.7,152.5,Satisfactory,1,19,8,0,0,2
2018,6,June,Jahangirpuri,Delhi,30,83.8,84.1,37.3,122.7,24.7,28.3,129.1,32.8,16.6,0.83,42.1,167.3,28.1,75.6,3.5,173.0,Satisfactory,3,17,8,0,0,2
2018,6,June,Lodhi Road,Delhi,30,71.4,73.8,21.6,118.8,22.9,24.8,107.3,28.1,13.9,0.72,35.2,140.7,28.4,74.1,3.9,136.3,Satisfactory,6,22,2,0,0,0
2018,6,June,Mandir Marg,Delhi,30,72.2,72.8,35.9,113.8,21.6,24.1,111.6,29.3,14.1,0.74,36.8,145.1,28.3,72.0,4.0,101.2,Satisfactory,6,20,3,0,0,1
2018,6,June,Punjabi Bagh,Delhi,30,76.3,83.2,23.1,129.4,28.5,27.6,117.9,29.9,15.6,0.78,38.8,155.5,28.4,77.2,4.3,116.7,Satisfactory,7,17,6,0,0,0
2018,6,June,RK Puram,Delhi,30,73.2,72.0,38.2,113.7,19.4,24.7,113.4,29.1,14.9,0.72,36.2,151.7,27.2,76.4,4.1,156.0,Satisfactory,5,21,3,0,0,1
2018,7,July,Anand Vihar,Delhi,31,89.3,90.7,16.4,170.8,32.3,32.0,135.4,35.9,18.2,0.91,44.5,179.3,27.8,74.2,3.9,149.0,Satisfactory,3,20,7,0,0,1
2018,7,July,Bawana,Delhi,31,99.4,93.0,47.3,163.6,31.4,33.9,150.7,40.0,20.2,0.98,50.1,196.0,28.2,76.3,4.2,145.3,Moderate,1,15,15,0,0,0
2018,7,July,DTU,Delhi,31,78.9,85.7,26.1,124.4,23.6,27.9,121.3,31.5,15.8,0.79,40.5,156.3,29.3,73.1,4.1,210.4,Satisfactory,5,23,2,0,0,1
2018,7,July,Dwarka,Delhi,31,79.5,80.1,28.3,121.1,21.0,26.3,124.0,31.1,15.7,0.82,39.3,159.0,27.3,77.5,4.2,131.7,Satisfactory,2,25,3,0,0,1
2018,7,July,ITO,Delhi,31,87.9,90.5,29.1,128.6,23.4,30.8,134.4,35.1,17.8,0.86,43.5,176.7,28.6,76.7,3.4,160.1,Satisfactory,2,20,9,0,0,0
2018,7,July,Jahangirpuri,Delhi,31,87.7,86.3,41.6,149.5,26.0,30.5,135.3,35.0,17.3,0.87,44.7,174.9,28.0,72.1,4.1,176.7,Satisfactory,2,20,9,0,0,0
2018,7,July,Lodhi Road,Delhi,31,72.1,74.4,28.3,104.3,20.1,25.4,110.4,29.6,13.8,0.69,36.9,145.9,29.3,75.4,4.1,165.3,Satisfactory,5,23,2,0,0,1
2018,7,July,Mandir Marg,Delhi,31,72.0,69.7,27.0,131.5,22.2,26.3,109.4,28.7,14.0,0.73,35.0,141.7,27.1,73.4,3.9,132.7,Satisfactory,5,22,4,0,0,0
2018,7,July,Punjabi Bagh,Delhi,31,85.1,87.9,35.7,125.4,23.0,29.4,132.4,33.7,17.3,0.89,42.8,174.5,27.9,71.4,3.8,184.5,Satisfactory,3,20,7,0,0,1
2018,7,July,RK Puram,Delhi,31,79.2,74.5,37.3,128.7,22.0,28.2,124.7,30.8,15.6,0.77,39.3,165.9,26.6,73.5,4.2,172.6,Satisfactory,2,23,6,0,0,0
2018,8,August,Anand Vihar,Delhi,31,97.4,96.7,40.2,187.4,27.9,34.3,149.4,38.8,19.2,0.96,50.1,201.8,27.5,76.2,4.4,143.7,Satisfactory,1,16,14,0,0,0
2018,8,August,Bawana,Delhi,31,110.5,111.4,62.2,188.7,30.8,40.3,172.8,43.4,22.4,1.1,56.2,223.7,28.4,73.7,3.6,167.3,Moderate,0,13,18,0,0,0
2018,8,August,DTU,Delhi,31,84.5,81.0,42.4,135.5,24.1,29.6,131.0,33.8,17.5,0.85,43.4,169.5,26.8,72.5,4.1,130.1,Satisfactory,1,22,8,0,0,0
2018,8,August,Dwarka,Delhi,31,88.2,89.0,14.4,146.9,30.6,30.7,136.8,35.3,17.4,0.9,43.3,177.9,27.4,74.2,3.7,207.6,Satisfactory,3,20,8,0,0,0
2018,8,August,ITO,Delhi,31,90.1,86.7,51.0,138.8,23.2,30.9,136.1,36.3,18.2,0.91,45.0,179.8,27.8,76.2,4.0,163.7,Satisfactory,0,21,9,0,0,1
2018,8,August,Jahangirpuri,Delhi,31,83.0,83.1,41.8,131.0,25.4,29.0,127.1,33.4,16.2,0.84,42.6,160.2,29.4,73.3,3.9,153.4,Satisfactory,3,16,9,0,0,3
2018,8,August,Lodhi Road,Delhi,31,74.6,75.7,26.6,129.1,23.4,25.9,110.0,29.6,14.6,0.75,36.9,152.6,28.4,76.4,3.8,160.2,Satisfactory,6,22,3,0,0,0
2018,8,August,Mandir Marg,Delhi,31,71.6,66.8,29.6,123.9,24.2,26.9,108.8,29.3,14.3,0.74,34.4,144.8,27.8,73.9,3.8,151.8,Satisfactory,7,20,4,0,0,0
2018,8,August,Punjabi Bagh,Delhi,31,75.4,75.1,40.4,120.8,18.9,25.8,114.2,30.3,14.8,0.74,37.4,158.3,28.9,75.7,3.7,164.6,Satisfactory,3,23,3,0,0,2
2018,8,August,RK Puram,Delhi,31,77.4,79.8,23.1,132.2,23.5,28.6,118.6,30.9,16.0,0.76,39.0,160.1,29.4,72.8,3.7,136.2,Satisfactory,4,21,5,0,0,1
2018,9,September,Anand Vihar,Delhi,30,93.7,91.7,46.0,132.2,22.4,33.1,142.4,39.6,18.7,0.96,47.0,190.7,27.3,75.2,4.4,164.8,Satisfactory,2,15,12,0,0,1
2018,9,September,Bawana,Delhi,30,88.1,94.9,12.5,151.5,31.9,31.4,131.1,34.6,18.0,0.9,44.5,176.8,26.8,75.7,4.3,167.7,Satisfactory,5,14,11,0,0,0
2018,9,September,DTU,Delhi,30,89.7,84.4,37.4,168.6,27.6,31.4,140.6,36.1,17.7,0.91,43.9,181.6,26.6,75.5,3.9,97.2,Satisfactory,2,19,9,0,0,0
2018,9,September,Dwarka,Delhi,30,88.8,85.2,22.1,163.4,35.0,31.7,139.2,35.3,18.1,0.88,44.5,176.1,27.4,76.1,3.7,178.2,Satisfactory,4,16,10,0,0,0
2018,9,September,ITO,Delhi,30,86.9,88.1,7.0,149.8,29.6,29.0,135.7,35.1,17.6,0.87,43.4,167.8,26.8,74.3,3.8,149.7,Satisfactory,2,18,8,0,0,2
2018,9,September,Jahangirpuri,Delhi,30,91.2,87.6,52.1,139.4,26.2,32.3,141.1,36.8,18.1,0.9,45.6,180.0,27.9,77.4,4.1,137.5,Satisfactory,0,20,10,0,0,0
2018,9,September,Lodhi Road,Delhi,30,68.9,69.6,35.2,127.0,21.0,25.1,104.1,26.7,13.7,0.7,34.8,139.0,27.1,74.5,3.5,142.3,Satisfactory,5,23,2,0,0,0
2018,9,September,Mandir Marg,Delhi,30,65.4,57.9,14.3,129.5,27.5,23.0,100.4,26.2,13.0,0.65,32.4,132.6,28.7,75.9,4.1,175.7,Satisfactory,9,17,3,0,0,1
2018,9,September,Punjabi Bagh,Delhi,30,71.5,67.6,16.2,123.6,24.6,26.1,111.8,28.0,14.0,0.74,35.3,141.2,29.0,74.9,4.2,141.1,Satisfactory,7,18,3,0,0,2
2018,9,September,RK Puram,Delhi,30,75.4,76.1,41.7,145.1,26.7,28.2,115.3,30.2,15.1,0.75,37.8,153.6,28.8,74.0,4.3,162.6,Satisfactory,6,16,6,0,0,2
2018,10,October,Anand Vihar,Delhi,31,199.0,185.7,94.9,329.0,62.8,69.8,306.8,79.2,39.9,2.0,98.0,398.1,28.4,46.6,3.8,0.3,Moderate,0,2,18,8,3,0
2018,10,October,Bawana,Delhi,31,239.6,223.4,85.7,446.4,87.8,83.5,368.7,95.4,47.5,2.4,120.1,481.1,27.6,48.2,3.7,0.1,Moderate,0,2,11,9,8,1
2018,10,October,DTU,Delhi,31,187.1,165.2,86.3,383.4,79.1,64.7,288.8,74.5,37.6,1.87,94.0,376.7,28.7,48.6,3.8,0.0,Moderate,0,3,18,6,4,0
2018,10,October,Dwarka,Delhi,31,192.3,178.5,100.0,384.5,56.3,67.8,294.9,75.7,38.9,1.93,95.5,387.3,28.4,51.8,3.9,0.0,Moderate,0,1,18,11,1,0
2018,10,October,ITO,Delhi,31,205.4,170.1,118.7,373.4,66.0,71.9,312.5,82.6,40.9,2.04,102.1,415.8,27.3,49.7,3.6,1.0,Moderate,0,0,18,9,4,0
2018,10,October,Jahangirpuri,Delhi,31,184.8,167.4,53.7,352.2,73.7,65.2,284.1,74.6,37.0,1.86,94.7,372.3,28.4,52.4,4.2,0.9,Moderate,0,2,19,6,4,0
2018,10,October,Lodhi Road,Delhi,31,164.6,160.1,56.4,283.2,61.9,56.6,257.5,66.6,32.8,1.66,81.5,324.8,28.5,51.8,4.2,0.0,Moderate,0,4,19,8,0,0
2018,10,October,Mandir Marg,Delhi,31,153.6,150.8,37.2,259.0,54.7,55.7,235.6,61.8,30.6,1.55,78.1,305.8,29.3,50.9,3.1,0.0,Moderate,1,4,18,8,0,0
